Compound ID,Formula,Molecular Weight,Smile,IC50,unit,note,src table
Z2232507564,C26H27N3O2,413.511,CC1(C)C(NC1=O)C2CCN(CC2)C(=O)C=3C=C(N=C4C=CC=CC34)C=5C=CC=CC5,,,,1
Z2233142917,C25H31F2N3O2,443.529,CC1CCC(O)C(C1)C2CCCCN2C(=O)C3=NN(C=4CCCC34)C=5C=CC(F)=C(F)C5,,,,1
Z2233755519,C20H23ClN4O3,402.874,CC=1NNC(=O)C1NC(=O)[C@@H]2C[C@@H]3CCCC[C@@H]3N2C(=O)C=4C=CC=C(Cl)C4,,,,1
Z225782710,C23H24N4O5,436.460,CC(C)C1=NOC=2N=CC(=CC12)C(=O)N3CC(OC=4C=CC=CC34)C(=O)N5CCOCC5,,,,1
Z225782728,C28H27N5O4,497.545,CCN1N=CC=2C(=CC(=NC12)C=3C=CC=CC3)C(=O)N4CC(OC=5C=CC=CC45)C(=O)N6CCOCC6,,,,1
Z228219082,C28H27N5O3,481.545,CN1CCN(CC1)C=2C=CC(NC(=O)C=3C=C(N=C4C=CC=CC34)C=5C=CC=6OCCOC6C5)=CN2,,,,1
Z2284944688,C22H24N4O3,392.450,O=C(C1CCCN(C1)C(=O)C=2C=CC=3NN=CC3C2)N4CC5C(C4)C6OC5C=C6,,,,1
Z229528364,C29H29N5O3,495.572,CC1=NN(C)C=2N=C(C=C(C(=O)N3CC(OC=4C=CC=CC34)C(=O)N5CCCCC5)C12)C=6C=CC=CC6,,,,1
Z230477622  ,C28H29N5O4,499.560,CC1(NC(=O)N(CC(=O)NC2CCN(CC2)C(=O)NC=3C=CC=CC3)C1=O)C=4C=CC=5C=CC=CC5C4,,,,1
Z2314814327,C23H25N3O3,391.462,CC=1N=CC=CC1C=CC(=O)N2CC(OC=3C=CC=CC23)C(=O)N4CCCCC4,,,,1
Z2585150173,C29H36N4O2,472.621,CC(C)N1CCC(C(C1)C=2C=NN(C)C2)C(=O)NC(C=3C=CC=CC3)C=4C=CC=5OCCCC5C4,,,,1
Z2706361596,C25H25N3O,383.485,O=C(N1CC2C(C1)C3CCC2CN3)C=4C=C(N=C5C=CC=CC45)C=6C=CC=CC6,,,,1
Z2755524060,C17H19N3O6,361.349,"C[C@@H]1CN(C[C@H](O1)C(=O)O)C(=O)C=2C=CC=C(C2)C3(C)NC(=O)NC3=O |&1:1,5,r|",,,,1
Z2777635543,C23H27N3O3,393.478,O=C(NCC=1C=CC=C(C1)N2C(=O)NC3(CCCC3)C2=O)C4CC5CC4C6CC65,,,,1
Z2830969211,C24H24N4O2,400.472,O=C1NC(N2CC=3C=CC=CC3C[C@H]21)C=4C=C5C=CC=CC5=NC4N6CCOCC6,,,,1
Z284143184,C19H15N5O4,377.353,CC1=NC=2C=C(NC(=O)C=3C=NC=4N(C5CC5)C(=O)NC(=O)C4C3)C=CC2O1,,,,1
Z2993021844,C23H28N2O2,364.480,CC=1C=CC=2C(CCCOC2C1)NC3CC4(CCNC4)OC=5C=CC=CC35,,,,1
Z3077847661,C21H23N7O,389.453,CC1=CC(=O)NC(=N1)N2CCC(C2)NC=3N=C(N=C4CCCC43)C=5C=CC=NC5,,,,1
Z3080101165,C23H21N5O2,399.445,C1CC2(CO1)CC(NC=3C=CC4=NN=C(C=5C=CC=CC5)N4N3)C=6C=CC=CC6O2,,,,1
Z31287518,C24H15F4N3O3,469.387,FC=1C=CC=CC1C(=O)NNC=C2C(=O)N(C(=O)C=3C=CC=CC23)C=4C=CC=C(C4)C(F)(F)F,,,,1
Z31294074   ,C25H18F3N3O4,481.423,COC=1C=CC(=CC1)C(=O)NNC=C2C(=O)N(C(=O)C=3C=CC=CC23)C=4C=CC=C(C4)C(F)(F)F,,,,1
Z3134251913,C22H26N6,374.482,C(CN1C(=NN=C1N2CCC=CC2)C3CCC=4NN=CC4C3)C=5C=CC=CC5,,,,1
Z3143174938,C20H26N6O2,382.459,CC(C)N1N=CC=2C(=CC(=NC12)C=3C=C(C)OC3C)C(=O)N4CCNNCC4,,,,1
Z32868741   ,C25H24N2O5S,464.533,CC1CN(CC=2C=CC=CC12)C(=O)C=3C=CC=C(NS(=O)(=O)C=4C=CC=5OCCOC5C4)C3,,,,1
Z357186476,C24H19F2N3O3,435.422,CC1=NOC=2N=C(C=C(C(=O)N3CCOC(C3)C=4C=CC(F)=CC4)C12)C=5C=CC(F)=CC5,,,,1
Z372492610,C21H20FN3O4,397.399,OC=1C=CC(=CC1)C(=O)N2CCN(CC2)C(=O)C3CC(=O)NC=4C=C(F)C=CC34,,,,1
Z414969712   ,C24H24N4O4,432.471,CC1=NN(CC1)C=2C=CC(=CC2)C(=O)NC3=C(OC=4C=CC=CC34)C(=O)N5CCOCC5,,,,1
Z595098784,C25H23FN4O4S,494.537,FC=1C=CC(COC=2C=CC=C(NC(=O)N3CCN(CC3)C4=NS(=O)(=O)C=5C=CC=CC45)C2)=CC1,,,,1
Z737501626,C27H22N2O6,470.473,CN(C(=O)C1CC=2C=CC=CC2C(=O)O1)C=3C=CC=C(NC(=O)C4CC=5C=CC=CC5C(=O)O4)C3,,,,1
Z759663180,C27H25N5O4,483.518,CC1=NN(C=2C=CC=CC2)C=3N=C(C=CC13)C(=O)N4CC(OC=5C=CC=CC45)C(=O)N6CCOCC6,,,,1
Z821217692,C23H18F2N2O3,408.397,FC=1C=C(F)C=2OCC(=CC=3C=C4C=CC=CC4=NC3N5CCOCC5)C(=O)C2C1,,,,1
Z839503224,C29H28N4O4,496.557,CC1CN(CC(C)O1)C(=O)C=2C=CC(CNC=C3C(=O)N(C(=O)C=4C=CC=CC34)C=5C=CC=CN5)=CC2,,,,1
Z908514936,C23H22F3N5O3,473.447,CC1=CC(=NO1)C(=O)NC2CCN(CC2)C(=O)C=3C=CC=NC3NC=4C=CC=C(C4)C(F)(F)F,,,,1
Z941263464,C25H22N4O3,426.467,CN1C(=NC=2C=CC=CC12)C(NC(=O)CC3OC=4C=CC=CC4NC3=O)C=5C=CC=CC5,,,,1
Z987254120,C26H27F2N3O5,499.506,CC(=O)NC=1C=CC=C(NC(=O)COC(=O)[C@@H]2C[C@@H]3CCCC[C@@H]3N2C(=O)C=4C=CC(F)=CC4F)C1,,,,1
Z993687126,C26H30N4O4,462.540,CC=1C=C(C)C=C(C1)C(=O)N2CCCC(C2)C(=O)NCC=3C=CC=C(C3)C4(C)NC(=O)NC4=O,,,,1
Z997964142    ,C22H25N7O4S,483.543,O=C(NNC(=O)C1=CSC(=N1)N2CCOCC2)C3CCCN(C3)C(=O)C=4C=CC=5NN=CC5C4,,,,1
Z998387218,C24H25N7O2S,475.566,O=C(C1CCCN(C1)C(=O)C=2C=CC=3NN=CC3C2)N4CCN(CC4)C=5N=CN=C6SC=CC56,,,,1
PV-000001793935,C19H19FN6O,366.392,"CC=1C=C(NN1)C(=O)N2CC[C@@H]3CN(C[C@@H]32)C=4N=CN=C5C(F)=CC=CC45 |&1:11,15,r|",,,,2
PV-000287469996,C25H27N3O3,417.500,"CC=1C=C(N=C2C=CC=CC12)C(=O)N3C[C@@H]4CCN([C@@H]4C3)C(=O)[C@@H]5C[C@@H]6O[C@H]5[C@H]7C[C@H]76 |&1:15,19,&2:23,25,27,28,30,r|",,,,2
PV-001798867000,C20H26FN3O5S,439.500,FC=1C=CC(=CC1NC(=O)C2CC(=O)NC3CCCCC23)S(=O)(=O)N4CCOCC4,,,,2
PV-001799263515,C24H26ClFN2O2,428.926,CC=1C=C(C=CC1F)C(NC(=O)C2CC(=O)NC3CCCCC23)C=4C=CC=CC4Cl,,,,2
PV-001801090737,C23H24ClFN2O2,414.900,FC=1C=CC=C(C1)C(NC(=O)C2CC(=O)NC3CCCCC23)C=4C=CC=C(Cl)C4,,,,2
PV-001803268396,C27H33FN2O3,452.560,CN(C1CCOC(C1)C=2C=CC(F)=CC2)C(=O)C3CCCN(C3)C(=O)C=4C=C(C)C=C(C)C4,,,,2
PV-001811969275,C23H24F3N5O2,459.464,CC(C)C=1C=C(C=2C(C)=NN(CC(=O)N3CC=4C=CC=CC4NC(=O)C3C)C2N1)C(F)(F)F,,,,2
PV-001825780487,C22H23FN4O3,410.441,CC=1C=CC=C(NC(=O)C2CCCN(C2)C(=O)CC3C(=O)NC=4C3=CC=CC4F)N1,,,,2
PV-001831268927,C22H30N6O3,426.512,CC1=CC(C)=C(CC(=O)NC2CCCN(C2)C=3C=C(N=CN3)N4CCOCC4)C(=O)N1,,,,2
PV-001846152653,C19H21F3N6O2,422.404,CN1C(=C(CN2N=NN=C12)C(=O)NC3(CCOCC3)C=4C=CC=C(C4)C(F)(F)F)C,,,,2
PV-001847889687,C19H19F3N6O3,436.387,CC1C=CC2C(C1C(=O)NC3=NNC=4N=NC(C)=C(C)C34)C(=O)N(CC(F)(F)F)C2=O,,,,2
PV-001850181515,C19H17F3N4O4,422.357,CC1C=CC2C(C1C(=O)NC3=NNC=4C=C(O)C=CC34)C(=O)N(CC(F)(F)F)C2=O,,,,2
PV-001850462868,C23H24F3N3O3,447.450,CC1COC(CN1C(=O)C=2C=CC=3NC(=O)CC(C)NC3C2)C=4C=CC=C(C4)C(F)(F)F,,,,2
PV-001850464796,C20H19F3N6O2,432.399,CC1COC(CN1C(=O)C=2C=CC=C(C2)N3N=NN=C3N)C=4C=CC=C(C4)C(F)(F)F,,,,2
PV-001851562779,C18H16F3N5O4,423.345,CC1C=CC2C(C1C(=O)NC=3NN=C4N=C(O)C=CC34)C(=O)N(CC(F)(F)F)C2=O,,,,2
PV-001851678174,C19H23F3N6O3,440.419,CC1C=CC2C(C1C(=O)N3CCC(CC3)C4=NN=C(N)N4)C(=O)N(CC(F)(F)F)C2=O,,,,2
PV-001860533510,C21H21FN4O4,412.414,CC=1C=C(N=C2N=C(O)NC(=O)C12)C(=O)N3CC(OCC3(C)C)C=4C=CC=C(F)C4,,,,2
PV-001860588420,C18H19FN6O3,386.380,NC(=O)C1=CN(N=N1)C2CCN(CC2)C(=O)C3CC=4C=C(F)C=CC4NC3=O,,,,2
PV-001863076050,C22H22F4N4O2,450.429,FC=1C=CC=C(C1)C=2C=CN=C(N2)C3CCN(CC3)C(=O)C4CCC(NC4=O)C(F)(F)F,,,,2
PV-001867552803,C20H25N5O4,399.443,CC1NC(=NN(C1=O)C=2C=CC=CC2)C(=O)N3CCC4(CC3)CC(O)CNC4=O,,,,2
PV-001867553562,C19H22N4O4,370.402,CC1=NN=C(O1)C=2C=CC=C(C2)C(=O)N3CCC4(CC3)CC(O)CNC4=O,,,,2
PV-001867554502,C25H28N2O4,420.500,CC(C(=O)N1CCC2(CC1)CC(O)CNC2=O)C=3C=CC=C(C3)C(=O)C=4C=CC=CC4,,,,2
PV-001868198871,C17H19N5O4,357.363,CC=1C=C(N=C2N=C(O)NC(=O)C12)C(=O)N3CCCC4CCNC(=O)C43,,,,2
PV-001871403822,C18H15FN4O4,370.334,CC=1C=C(N=C2N=C(O)NC(=O)C12)C(=O)NC3C(F)COC=4C=CC=CC34,,,,2
PV-001874470432,C17H18N8O2,366.377,O=CNC=1C=CC=C(NC(=O)C2CCN(CC2)C=3C=CC4=NN=NN4N3)C1,,,,2
PV-001941669151,C19H28N4O6S,440.513,COC=1C=CC(=CC1NC(=O)N2C(C)C(C)NC(=O)C2C)S(=O)(=O)N3CCOCC3,,,,2
PV-001942602899,C21H31N5O4,417.501,COC=1C=CC(=CC1NC(=O)N2C(C)C(C)NC(=O)C2C)C(=O)N3CCN(C)CC3,,,,2
PV-001942649618,C20H28N4O5,404.460,COC=1C=CC(=CC1NC(=O)N2C(C)C(C)NC(=O)C2C)C(=O)N3CCOCC3,,,,2
PV-001943923551,C24H26FN5O3,451.493,FC=1C=C(NC(=O)NC2CCCN(C2)C(=O)N3CCCC3)C=CC1OC=4C=CC=CC4C#N,,,,2
PV-001944000042,C23H34N4O3,414.541,CC1CCC(O)C(C1)C2CCCCN2C(=O)NC=3C=CC=C(C3)N4CCCNC4=O,,,,2
PV-001944222644,C23H27N3O4,409.478,CC=1C=CC(OC=2C=CC=CC2)=C(NC(=O)N3CCC4(CC3)CC(O)CNC4=O)C1,,,,2
PV-001946461064,C20H19F2N7O3,443.406,NC(=O)C1=CN(N=N1)C2CCN(CC2)C(=O)NC=3C=CN=C(OC=4C=CC(F)=CC4F)C3,,,,2
PV-001948674531,C18H21F3N6O2,410.393,CC1NC(=O)C(C)N(C1C)C(=O)NC=2C=C(C=C(C2)C(F)(F)F)C3=NNC(C)=N3,,,,2
PV-001949024448,C24H30FN3O2,411.512,C[C@H]1CN(C[C@@H](C)O1)C=2C=C(F)C=C(NC(=O)N[C@H]3CCCC=4C=CC(C)=CC34)C2,,,,2
PV-001950099214,C24H28N4O4,436.503,CC=1C=CC(NC(=O)C2CCCN(C2)C(=O)NC=3C=CC=C4C(=O)CC(C)(C)OC34)=NC1,,,,2
PV-001952923323,C25H29FN4O3,452.521,CC(NC(=O)N1CCC(C1)N2CCCC2=O)C=3C=CC=C(NC(=O)CC=4C=CC=CC4F)C3,,,,2
PV-001953309437,C25H24FN3O3,433.474,CC(NC(=O)NC1C(F)COC=2C=CC=CC12)C=3C=CC=C(NC(=O)C=4C=CC=CC4)C3,,,,2
PV-001955522668,C24H29N3O4,423.504,CC(NC(=O)N1CCC2(CC1)CC(O)CNC2=O)C=3C=CC(OC=4C=CC=CC4)=CC3,,,,2
PV-001957776317,C22H24N4O4,408.450,CCC1OC=2C=C(C=CC2NC1=O)C(C)NC(=O)N3CC(=O)NC=4C=CC=CC4C3,,,,2
PV-001959831439,C24H26F2N4O3,456.485,CC(CNC(=O)N1CCC(CC1)C(O)C=2C=C(F)C=CC2F)C3=NC(=NO3)C=4C=CC=CC4,,,,2
PV-001960318914,C20H25FN6O3,416.449,NC(=O)C1=CN(N=N1)C2CCN(CC2)C(=O)NC3CCOC(C3)C=4C=CC(F)=CC4,,,,2
PV-001962893808,C24H27FN4O3,438.494,CC(N1CCCC(NC(=O)N2CC=3C=CC=CC3NC(=O)C2C)C1=O)C=4C=CC(F)=CC4,,,,2
PV-001965556948,C24H28N4O3,420.504,CC1NC(=O)C(C)N(C1C)C(=O)NCC2N(CC=3C=CC=CC3)C(=O)C=4C=CC=CC24,,,,2
PV-001966596438,C21H28N4O3,384.472,"CC1=NOC(=N1)[C@@H]2OCC[C@@H]2NC(=O)NC3CC(C)(C)CCC=4C=CC=CC34 |&1:6,10,r|",,,,2
PV-002010227202,C22H27FN6O2,426.487,CC1CN(CC(C)O1)C2=NN=C(C3=CC=CN3)N2CCNC(=O)C=4C=CC(C)=C(F)C4,,,,2
Z1004161068,C25H24FN7O2,473.502,FC=1C=CC(=CC1)C2=NOC(=N2)C3CCCN(C3)C(=O)NC=4C=CC=C(C4)C5=NN=C6CCCN56,,,,2
Z1005340790,C23H27N5O2,405.492,CN1CCC2(CC1)CC(NC(=O)C=3C=C(C)N=C4NN=C(C)C34)C=5C=CC=CC5O2,,,,2
Z1014461810,C28H28F2N4O2,490.544,FC=1C=CC(C(=O)N2[C@@H](C[C@@H]3CCCC[C@@H]32)C(=O)N4CCC5=C(C4)C=NN5C=6C=CC=CC6)=C(F)C1,,,,2
Z1018314244,C24H26N6O3,446.501,CC=1C=CC=2NC(=NC2C1)C3CCCN3C(=O)NCC=4C=CC=C(C4)C5(C)NC(=O)NC5=O,,,,2
Z1021947698,C23H30N4O3,410.509,CC(N1C(=O)NC2(CCCC2)C1=O)C(=O)N3C4CCN(C)CC4C=5C=C(C)C=CC35,,,,2
Z1023499940,C24H21F3N4O3,470.443,FC=1C=CC(=CC1)C2=NOC(=N2)C3CCCN(C3)C(=O)C4CN(C(=O)C4)C=5C=C(F)C=C(F)C5,,,,2
Z1023504830,C25H21FN4O2,428.458,FC=1C=CC=C(C1)C2=NOC(=N2)C3CCCN(C3)C(=O)C=CC=4C=CC=5C=CC=CC5N4,,,,2
Z1023508268,C24H24FN5O3,449.477,FC=1C=CC=C(C1)C2=NOC(=N2)C3CCCN(C3)C(=O)C4CN(CC=5C=CC=CN5)C(=O)C4,,,,2
Z1027790482,C23H22FN5O4,451.450,CC1OC=2C=CC(NC(=O)N3CCCC(C3)C4=NC(=NO4)C=5C=CC=C(F)C5)=CC2NC1=O,,,,2
Z1028096676,C24H25FN4O3,436.478,FC=1C=CC=C(C1)C2=NOC(=N2)C3CCCN(C3)C(=O)NCC4COC=5C=CC=CC5C4,,,,2
Z1033218076,C25H26N4O4,446.498,O=C(NC=1C=CC=C(C1)C(=O)N2CCCCC2C3=NC(=NO3)C=4C=CC=CC4)C5CCCO5,,,,2
Z1037455358,C26H30N10,482.583,C1CC(CN(C1)C=2N=CC=CN2)NC=3N=C(NC4CCCN(C4)C=5N=CC=CN5)C=6C=CC=CC6N3,26,uM,nonspecific,2
Z1037872780,C27H25N3O4,455.505,CC(=O)N1CC(OC=2C=CC=CC12)C(=O)N3C(CCC=4C=CC=CC34)C(=O)NC=5C=CC=CC5,,,,2
Z1037925148,C29H32F2N2O3,494.572,COC=1C=CC(=CC1)C2(CC3CC4CC(C3)(C2)C(=O)N5CCN(CC5)C(=O)C=6C=CC(F)=CC6F)C4,,,,2
Z1043033136,C28H27N3O4,469.531,CC(=O)N1CC(OC=2C=CC=CC12)C(=O)N3C(CCC=4C=CC=CC34)C(=O)NC=5C=CC(C)=CC5,,,,2
Z1069648176,C21H19FN4O4,410.398,FC=1C=CC=C(C1)C2CN(CCO2)C(=O)C=3C=NC=4N(C5CC5)C(=O)NC(=O)C4C3,,,,2
Z1069675850,C21H25N7O2,407.468,"C[C@@H]1CO[C@H](CN1C(=O)C2CCN(CC2)C=3C=CC4=NN=NN4N3)C=5C=CC=CC5 |&1:1,4,r|",,,,2
Z1070422612,C26H24N6O3,468.507,CC1OC=2C=CC(=CC2NC1=O)C(=O)C3CCN(CC3)C=4N=CN=C5N(N=CC45)C=6C=CC=CC6,,,,2
Z1071463068,C25H26ClN3O4,467.944,CC1OC=2C=CC(=CC2NC1=O)C(=O)C3CCN(CC3)C(=O)NC4CCC=5C4=CC=CC5Cl,,,,2
Z1072702614,C27H25F2N3O4,493.501,FC=1C=CC=C(C1)C2CN(CCO2)C(=O)C=3C=NC=C(C3)C(=O)N4CCOC(C4)C=5C=CC=C(F)C5,,,,2
Z1075236412,C26H30N4O6,494.539,CC1OC=2C=CC(=CC2NC1=O)C(=O)C3CCN(CC3)C(=O)NC4CCN(CC4)C(=O)C=5C=COC5,,,,2
Z1088490864,C22H22FN7O2,435.454,CC1=NN=NN1C=2C=C(NC(=O)N3CCC(CC3)C4C(=O)NC=5C=CC=CC45)C=CC2F,,,,2
Z1090424840,C24H29N5O3,435.518,CC(N1C(=O)NC2(CCCC2)C1=O)C(=O)NC3=C(C)C=NN3C4CCCC=5C=CC=CC45,,,,2
Z1096827909,C28H24FN5O3,497.520,FC=1C=C(NC(=O)C2CCCN(C2)C(=O)C=3C=CC=4NN=CC4C3)C=CC1OCC=5C=CC=C(C#N)C5,,,,2
Z1102119158,C25H21N5O2,423.466,O=C(N1CCCC(C1)C2=NN=C3C=CC=CN23)C=4C=CC=C(OC=5C=CC(C#N)=CC5)C4,,,,2
Z1117087430,C23H22FN7O2,447.464,CC1=NC(=NN1)C=2C=CC=C(NC(=O)N3CCCC(C3)C4=NC(=NO4)C=5C=CC(F)=CC5)C2,,,,2
Z1119752972,C25H32N6O4,480.559,O=C(CN1CCCC(C1)C2=NN=C3CCCN23)N4CCN(CC4)C(=O)C5COC=6C=CC=CC6O5,,,,2
Z1124699204,C24H23F3N4O2S,488.525,CC(NC(=O)N1CCN(CC1)C(=O)C=2C=CC(F)=C(F)C2)C=3SC(=NC3C)C=4C=CC(F)=CC4,,,,2
Z1127117729,C24H25FN6O3,464.492,CC=1N=C2N(C)NC(=O)C2=C(C)C1CC(=O)N3CCCC(C3)C4=NC(=NO4)C=5C=CC(F)=CC5,,,,2
Z1127862503,C26H24FN5O3,473.498,CC1=NOC=2N=C(C=C(C(=O)N3CCN(CC3)C(C(=O)N)C=4C=CC=CC4)C12)C=5C=CC(F)=CC5,,,,2
Z1127930141,C25H26FN5O2,447.504,CC(=O)N1CC=2C=CC=CC2CC1C(=O)NC=3C=CC(F)=C(C3)C4=NN=C5CCCCCN45,,,,2
Z1128078700,C22H25FN2O4S,432.508,CC1CC=2C=CC=CC2N1S(=O)(=O)C=3C=CC(F)=C(C3)C(=O)N4CCOC(C)(C)C4,,,,2
Z1128432225,C27H27FN2O4S,494.577,"CC1CC=2C=CC=CC2N1S(=O)(=O)C=3C=CC(F)=C(C3)C(=O)N4C[C@@H](C)O[C@H](C4)C=5C=CC=CC5 |&1:24,27,r|",,,,2
Z1148239928,C24H24N4O6S,496.535,O=C(C1CCN(C1=O)C=2C=CC=3OCCOC3C2)N4CCN(CC4)C5=NS(=O)(=O)C=6C=CC=CC56,,,,2
Z1151729078,C26H29N9O2,499.567,O=C(C1CCCN(C1)C(=O)C=2C=CC=3NN=CC3C2)N4CCN(CC5=NN=NN5C=6C=CC=CC6)CC4,,,,2
Z1158453094,C25H26FN5O2,447.504,CC(=O)N1CC=2C=CC=CC2CC1C(=O)NC=3C=C(C=CC3F)C4=NN=C5CCCCCN45,,,,2
Z1158454507,C23H21ClFN5O2S,485.961,FC=1C=CC(=CC1NC(=O)CC2SC=3C=CC(Cl)=CC3NC2=O)C4=NN=C5CCCCCN45,,,,2
Z1161544373,C26H22N6O3,466.491,NC1=NC2=NC=3C=C4OCCCOC4=CC3N2C(N1)C=5C=CC=C(OCC=6C=CC=CC6C#N)C5,,,,2
Z1173347530,C22H27N7O2,421.495,CC1COC(C(C)N1C(=O)C2CCN(CC2)C=3C=CC4=NN=NN4N3)C=5C=CC=CC5,,,,2
Z1173906513,C25H26N6O2,442.512,O=C(N1CCCC(C1)C2=NN=C3CCCCCN23)C=4C=CC(OC=5C=CC(C#N)=CN5)=CC4,,,,2
Z1174755033,C21H24F2N6O3,446.450,FC=1C=CC(C(=O)N2[C@@H](C[C@@H]3CCCC[C@@H]32)C(=O)N4CCOC(C4)C5=NN=NN5)=C(F)C1,,,,2
Z1185631414,C26H29N3O4,447.526,O=C(NC=1C=CC=C(C1)C(=O)N2CCCC(C2)N3CCCCC3=O)C4CC=5C=CC=CC5O4,,,,2
Z1187723395,C23H27N7O3,449.505,O=C(CC1=NNC(=O)C=2C=CC=CC12)NC3CCCN(C3)C=4C=C(N=CN4)N5CCOCC5,,,,2
Z119682122,C26H27N3O7,493.508,O=C(C1CN(C(=O)C1)C=2C=CC=3OCCOC3C2)N4CC(OC=5C=CC=CC45)C(=O)N6CCOCC6,,,,2
Z1230310282,C24H27N5O3,433.502,O=C(NC=1C=CC=C(C1)C(=O)N2CCOCC2)N3CCC(CC3)C4=CNC=5N=CC=CC45,,,,2
Z1239411091,C22H27N7O,405.496,CC1CC(CN1C(=O)C2CCN(CC2)C=3C=CC4=NN=NN4N3)C=5C=CC=CC5C,,,,2
Z1239838581,C25H22N6O,422.481,O=C(N1CCCC(C1)C2=NN=C3C=CC=CN23)C=4C=CC=C(NC=5C=CC(C#N)=CC5)C4,,,,2
Z1251080561,C22H18FN5O3,419.408,CC=1C=C(N=C2N=C(O)NC(=O)C12)C(=O)N3CCC(=CC3)C4=CNC=5C=C(F)C=CC45,,,,2
Z1260950044,C22H31N5O3S,445.578,O=C(C1CCCN(C1)C(=O)N2CCC=3SC=CC3C2)N4CCCC(C4)N5CCNC5=O,,,,2
Z1268217967,C25H26N6O2,442.512,O=C(CC1=NNC=2C=CC=CC12)N3C[C@@H]4CCCN([C@@H]4C3)C(=O)CC5=NNC=6C=CC=CC56,,,,2
Z1268374215,C27H30N2O4,446.538,O=C(C1CC=2C=CC=CC2O1)N3CCN(C(=O)C4CC=5C=CC=CC5O4)C6(CCCCC6)C3,,,,2
Z1270020210,C22H23N5O4,421.449,CC(N1C(=O)C2C3CCC(O3)C2C1=O)C(=O)NC=4C=CC=C(C4)C5=NC(=NN5)C6CC6,,,,2
Z1273563937,C25H25FN4O2,432.490,CC=1C=CC=C(NC(=O)C2CCCN(C2)C(=O)C=3C=C(N=C4C=CC(F)=CC34)C5CC5)N1,,,,2
Z1273975118,C21H22ClN5O2,411.884,ClC=1C=CC(=CC1)C2=NOC(=N2)C3CCCN(C3)C(=O)C4CCC=5C=NNC5C4,,,,2
Z1276133786,C21H15F2N5O3,423.372,CC(NC(=O)C1=NN(C=CC1=O)C=2C=CC(F)=CC2)C3=NC(=NO3)C=4C=CC=C(F)C4,,,,2
Z1303092206,C26H32N4O3,448.557,CC(C)(C)C1CCC=2N=C3C=CC=CC3=C(C(=O)NCC4CCCC54NC(=O)NC5=O)C2C1,,,,2
Z1309241138,C25H28N4O4,448.514,CCC1OC=2C=C(C=CC2NC1=O)C(C)NC(=O)N3CCCC(C3)C4=NC=5C=CC=CC5O4,,,,2
Z1312732492,C23H26N4O5,438.476,CC(N1C(=O)C2C3CCC(O3)C2C1=O)C(=O)N4CCC(CC4)N5C(=O)NC=6C=CC=CC56,,,,2
Z1312773265,C21H18N6O3,402.406,CC=1C=C(N=C2N=C(O)NC(=O)C12)C(=O)N3CCC(=CC3)C4=CNC=5N=CC=CC45,,,,2
Z1315769539,C22H24N4O4,408.450,CC=1C=CC(=CC1)C2OCCCC2CNC(=O)C=3C=C(C)C=4C(=O)NC(O)=NC4N3,,,,2
Z1318132450,C20H17FN6O2,392.386,CN1C(=O)C=2C=CC=CC2N3C(CN4CCC(=O)NC=5C=C(F)C=CC45)=NN=C13,,,,2
Z1324415406,C23H27N5O2,405.492,CC1CC(C)CN(C1)C(=O)C=2C=CC(C)=C(NC(=O)C=3C=NC=4N(C)N=CC4C3)C2,,,,2
Z1325608648,C19H15F3N4O4,420.342,FC(F)(F)C=1C=CC=C(C1)C2CN(CCO2)C(=O)C=3C=NC=4NC(=O)NC(=O)C4C3,,,,2
Z1332827113,C23H25F2N3O3,429.459,CC(NC(=O)C1CC(=O)NC=2C=C(F)C=CC12)C=3C=C(F)C=CC3N4CCC(O)CC4,,,,2
Z1337297644,C22H22FN5O2,407.440,CC1=NC(=NN1)C=2C=CC(C)=C(NC(=O)C3CN(C(=O)C3)C=4C=CC(C)=C(F)C4)C2,,,,2
Z1371011211,C25H28N4O3,432.514,CC(NC(=O)C1CCCN(C1)C(=O)C=2C=CC=3NN=CC3C2)C4OC=5C=CC=CC5C4C,,,,2
Z1389461737,C25H26N4O4,446.498,O=C(CNC(=O)N1CCCC(C1)NC(=O)C2=CC=3C=CC=CC3O2)N4CCC=5C=CC=CC45,,,,2
Z1391528873,C25H28N4O4,448.514,COC=1C=CC=2CC(C3CCCCC3)N(CC2C1)C(=O)C=4C=C(C)C=5C(=O)NC(O)=NC5N4,,,,2
Z1420737149,C21H26FN7O2,427.475,CC(NC(=O)NC(C)C1=NN=C2CCCCCN12)C3=NC(=NO3)C=4C=CC(F)=C(C)C4,,,,2
Z1433863502,C26H29N3O4,447.526,O=C([C@@H]1C[C@@H]2CCCC[C@@H]2N1C(=O)C=3C=CC=4C=CC=CC4C3)N5CCN6C(COC6=O)C5,,,,2
Z1462852712,C25H22N4O3,426.467,CC(NC(=O)C=1C=NC=C(C1)C=2C=CC=3OCCC3C2)C4=NOC(CC=5C=CC=CC5)=N4,,,,2
Z1510951870,C18H20N4O4,356.375,CC=1C=C(N=C2N=C(O)NC(=O)C12)C(=O)NC3C4CCOC4C53CCC5,,,,2
Z1515530025,C19H22N4O4,370.402,CC=1C=C(N=C2N=C(O)NC(=O)C12)C(=O)NC3C4CCOC4C53CCCC5,,,,2
Z1533763814,C25H26N4O3,430.498,CC(=O)C=1C=CC(OC=2C=CC(=CC2)C(=O)N3CCCC(C3)C4=NN=C5CCCN45)=CC1,,,,2
