Compound ID,Formula,Molecular Weight,Smile,IC50,unit,note,src table
Z637354042,C20H21N3O2S,367.46,CC(=O)C=1C=C(C(=O)C(C#N)C2=NC=3SC=4CCCCC4C3C(=O)N2)N(C)C1,,,,6
Z637354158,C23H19N5O2S,429.49,CC1=C(C=NN1C=2C=CC=CC2)C(=O)C(C#N)C3=NC=4SC=5CCCCC5C4C(=O)N3,,,,6
Z637354306,C25H20FN5O2S,473.52,FC=1C=CC(=CC1)N2N=C(C(=O)C(C#N)C3=NC=4SC=5CCCCC5C4C(=O)N3)C=6CCCC62,,,,6
Z637354606,C27H25N5O2S,483.58,O=C(C(C#N)C1=NC=2SC=3CCCCC3C2C(=O)N1)C=4N=C(C=5C=CC=CC5)N6CCCCCC46,,,,6
Z637355090,C25H23ClN4O3S,494.99,ClC=1C=CC(=CC1)C(=O)N2CCCC(C2)C(=O)C(C#N)C3=NC=4SC=5CCCCC5C4C(=O)N3,,,,6
Z637355170,C24H20ClN5O2S,477.96,CC1=NN(C(C)=C1Cl)C=2C=CC(=CC2)C(=O)C(C#N)C3=NC=4SC=5CCCCC5C4C(=O)N3,,,,6
Z637355598,C24H19N5O3S,457.504,O=C(C(C#N)C1=NC=2SC=3CCCCC3C2C(=O)N1)C=4C=CC=5C(=O)N6CCCC6=NC5C4,,,,6
Z637356164,C19H17N3O3S2,399.486,CSCC1=CC=C(O1)C(=O)C(C#N)C2=NC=3SC=4CCCCC4C3C(=O)N2,,,,6
Z637357130,C25H23N5O2S2,489.61,CC1=NN(C(C)=C1SCC(=O)C(C#N)C2=NC=3SC=4CCCCC4C3C(=O)N2)C=5C=CC=CC5,,,,6
Z637357466,C19H17N3O4S,383.42,COCC1=CC=C(O1)C(=O)C(C#N)C2=NC=3SC=4CCCCC4C3C(=O)N2,,,,6
Z637357754,C26H22FN5O2S,487.54,FC=1C=CC(=CC1)N2N=C(C(=O)C(C#N)C3=NC=4SC=5CCCCC5C4C(=O)N3)C=6CCCCC62,,,,6
Z637357916,C25H18N6O2S2,498.57,CC1=NC(=NN1C=2C=CC=CC2Cl)C(=O)C(C#N)C3=NC=4SC=5CCCCC5C4C(=O)N3,,,,6
Z637358792,C26H26N4O3S,474.57,CC1=NC(=NN1C=2C=CC=CC2Cl)C(=O)C(C#N)C3=NC=4SC=5CCCCC5C4C(=O)N3,,,,6
Z637359162,C26H23N5O2S,469.558,CC=1C=CC(=CC1)N2N=C(C(=O)C(C#N)C3=NC=4SC=5CCCCC5C4C(=O)N3)C=6CCCC62,,,,6
Z637359164,C27H25N5O2S,483.58,O=C(C(C#N)C1=NC=2SC=3CCCCC3C2C(=O)N1)C4=NN(C=5CCCCCC45)C=6C=CC=CC6,,,,6
Z637359294,C23H19N5O2S,429.49,CC1=CC(=NN1C=2C=CC=CC2)C(=O)C(C#N)C3=NC=4SC=5CCCCC5C4C(=O)N3,,,,6
Z637359414,C19H17N3O3S,367.42,CCC1=CC=C(O1)C(=O)C(C#N)C2=NC=3SC=4CCCCC4C3C(=O)N2,,,,6
Z637359486,C20H23N3O3S,385.47,CCC1=CC=C(O1)C(=O)C(C#N)C2=NC=3SC=4CCCCC4C3C(=O)N2,,,,6
Z637359882,C22H19N3O3S,405.469,CC(=O)C=1C=CC(CC(=O)C(C#N)C2=NC=3SC=4CCCCC4C3C(=O)N2)=CC1,,,,6
Z637360036,C23H19N5O2S,429.49,CC=1NC(=NC1C(=O)C(C#N)C2=NC=3SC=4CCCCC4C3C(=O)N2)C=5C=CC=CC5,,,,6
Z637442660,C16H10F3N3O2,333.26,CC=1NC(=NC1C(=O)C(C#N)C2=NC=3SC=4CCCCC4C3C(=O)N2)C=5C=CC=CC5,,,,6
Z637447440,C16H14F6N2O,364.28,NC(=O)C=1C=CC(=CC1)C(=O)C(C#N)C=2C=CC(=CN2)C(F)(F)F,,,,6
Z637448238,C16H15F6N3O,379.30,FC(F)(F)C1CCCCC1C(=O)C(C#N)C=2C=CC(=CN2)C(F)(F)F,,,,6
Z637448336,C15H8ClN3O3,313.69,FC(F)(F)CN1CCC(CC1)C(=O)C(C#N)C=2C=CC(=CN2)C(F)(F)F,,,,6
Z637448856,C18H12ClN3O2S,369.82,ClC=1C=CC=2C(=O)NC(=NC2C1)C(C#N)C(=O)C3=CC=CO3,,,,6
Z637450230,C20H11Cl2N3O3,412.22,ClC=1C=CC=2C(=O)NC(=NC2C1)C(C#N)C(=O)C3=CC=4CCCC4S3,21,uM,nonspecific,6
Z638438806,C18H20N6O,336.39,ClC=1C=CC=2OCC(=CC2C1)C(=O)C(C#N)C3=NC=4C=C(Cl)C=CC4C(=O)N3,,,,6
Z638604428,C19H17N3O2,319.35,NC=1N=C(NC=2C=CC=CC2)N=C(N1)C(C#N)C(=O)C3CCCCC3,,,,6
Z638605208,C15H10F2N2OS,304.31,O=C(C(C#N)C=1C=CC=CN1)C=2C=CC(CN3CCCC3=O)=CC2,,,,6
Z638607696,C21H13FN2O2,344.33,FC(F)SC=1C=CC(=CC1)C(=O)C(C#N)C=2C=CC=CN2,,,,6
Z638608316,C14H8BrFN2O,319.12,FC=1C=CC(=CC1)C(=O)C=2C=CC=CC2C(=O)C(C#N)C=3C=CC=CN3,,,,6
Z638610050,C18H18N4O2,322.36,FC=1C=C(Br)C=C(C1)C(=O)C(C#N)C=2C=CC=CN2,,,,6
Z666675458,C18H11N5OS,345.37,CC(C)NC(=O)NC=1C=CC(=CC1)C(=O)C(C#N)C=2C=CC=CN2,,,,6
Z70999600,C23H26N6O2,418.49,CC(OC(=O)C=1C=C(N=C2C=CC=CC12)C=3C=CC=NC3)C(=O)NC(=O)NC4(CC5CC6CC(C5)C4)C6,,,,6
Z729949344,C16H8Cl2N4O2,359.16,CN(C)C(=O)CN1CCN(CC1)C(=O)C=2N=C(C=3C=CC=CC3)N(N2)C=4C=CC=CC4,,,,6
Z729949344,C16H8Cl2N4O2,359.166,ClC=1C=CC=2C(=O)NC(=NC2C1)C(C#N)C(=O)C=3C=CN=C(Cl)C3,,,,6
Z729949850,C22H14BrN3O,416.27,ClC=1C=CC=2C(=O)NC(=NC2C1)C(C#N)C(=O)C=3C=CN=C(Cl)C3,,,,6
Z751573464,C11H11N5,213.23,CC=1C=C(C(=O)C(C#N)C=2C=CC=3C=CC=CC3N2)C=4C=CC(Br)=CC4N1,,,,6
Z762158682,C22H16N4O3S,416.452,O=C(C(C#N)C1=NC=2SC=3CCCCC3C2C(=O)N1)C=4C=CC(=CC4)C5=CN=CO5,,,,6
Z821056998,C14H8F2N2O,258.22,CC1(NC(=O)NC1=O)C=2C=CC=C(NC(=O)C3CN(C(=O)C3)C=4C=CC5=C(CC=6C=CC=CC65)C4)C2,,,,6
Z822557112,C21H18N2O3,346.37,COCCOC=1C=CC=C(C1)C(=O)C(C#N)C=2C=CC=3C=CC=CC3N2,,,,6
Z822627318,C20H20N4O2,348.39,NC(=O)C1CCCN(C1)C=2C=CC(=CC2)C(=O)C(C#N)C=3C=CC=CN3,,,,6
Z830408978,C17H16N2O,264.32,CCCC=1C=CC(=CC1)C(=O)C(C#N)C=2C=CC=CN2,,,,6
Z851933658,C19H13N3O2,315.32,O=C(C(C#N)C=1C=CC=CN1)C=2C=CC(OC=3C=CC=NC3)=CC2,,,,6
Z855976658,C26H23N5O2S,469.55,CC=1C=CC=CC1N2N=C(C(=O)C(C#N)C3=NC=4SC=5CCCCC5C4C(=O)N3)C=6CCCC62,,,,6
Z87002333,C17H10ClN3O,307.733,ClC=1N=CC=CC1C(=O)C(C#N)C=2C=CC=3C=CC=CC3N2,,,,6
Z874995082,C19H19N3O2,321.37,CC(C)(C)NC(=O)C=1C=CC(=CC1)C(=O)C(C#N)C=2C=CC=CN2,,,,6
Z904792314,C15H9ClN4O2S,344.77,CC1=NC(=CS1)C(=O)C(C#N)C2=NC=3C=C(Cl)C=CC3C(=O)N2,,,,6
Z904806220,C15H8F4N2O,308.23,FC=1C=CC(=CC1C(F)(F)F)C(=O)C(C#N)C=2C=CC=CN2,,,,6
Z932616602,C22H17ClN6O2S,464.92,CC1=NC(=NN1C=2C=CC=CC2Cl)C(=O)C(C#N)C3=NC=4SC=5CCCCC5C4C(=O)N3,,,,6
Z957291490,C16H12N2O2,264.27,O=C(C(C#N)C=1C=CC=CN1)C=2C=CC=3COCC3C2,,,,6
Z963339456,C21H16N2O2,328.36,COC=1C=CC(=CC1C=2C=CC=CC2)C(=O)C(C#N)C=3C=CC=CN3,,,,6
Z968402524,C24H21ClN6O2S,492.98,CC(C)C1=NC(=NN1C=2C=CC=CC2Cl)C(=O)C(C#N)C3=NC=4SC=5CCCCC5C4C(=O)N3,,,,6
Z1174992295,C25H18F2N4O2,444.432,FC=1C=CC(NC=2C=CC(NC(=O)C3CC(=O)NC=4C=C(F)C=CC34)=C5C=NC=CC25)=CC1,,,,7
Z1246498378,C19H13FN4O2,348.330,FC=1C=CC=2C(=CC(=O)NC2C1)C(=O)NC=3C=CC=C(C3)C4=CC=NN4,,,,7
Z1268175484,C19H20FN3O2,341.379,CC(C)NC=1C=C(F)C=CC1NC(=O)C2CC(=O)NC=3C=CC=CC23,,,,7
Z1268320652,C17H15FN2O3S,346.376,CS(=O)C=1C=CC(NC(=O)C2CC(=O)NC=3C=C(F)C=CC23)=CC1,,,,7
Z1317701224,C18H18FN5O2,355.366,CC(C)(C)N1C=C(C#N)C(NC(=O)C2CC(=O)NC=3C=C(F)C=CC23)=N1,,,,7
Z1318851521,C19H21FN4O2,356.394,CN1C=C(CC2CCN(C2)C(=O)C3CC(=O)NC=4C=C(F)C=CC34)C=N1,,,,7
Z1414686602,C22H15F3N2O3,412.361,FC=1C=CC=2C(CC(=O)NC2C1)C(=O)NC=3C=CC=CC3OC=4C=C(F)C=C(F)C4,,,,7
Z1448180031,C14H12FN3O2S,305.327,CC=1C=C(NC(=O)C2CC(=O)NC=3C=C(F)C=CC23)SN1,,,,7
Z1451094956,C18H16N6O2,348.358,CC=1C=CC(=NN1)N2N=CC=C2NC(=O)C3CC(=O)NC=4C=CC=CC34,,,,7
Z1518933802,C16H12ClN3O3,329.737,ClC=1C=CC=2C(=O)NC(=NC2C1)C(C#N)C(=O)CCOCC#C,,,,7
Z1521294253,C19H18FN3O2S,371.428,CC(C)(C)C1=CC(NC(=O)C2CC(=O)NC=3C=C(F)C=CC23)=C(C#N)S1,,,,7
Z1650774838,C15H11FN2O3,286.257,CC=1C=COC1C(=O)CC2=NC=3C=C(F)C=CC3C(=O)N2,,,,7
Z1902591546,C20H18BrN5O2,440.293,CC=1C=C(NC(=O)C2CC(=O)NC=3C=CC(Br)=CC23)N(N1)C=4C=C(C)C=CN4,,,,7
Z1985852086,C20H16ClFN4O2,398.818,CC1=CN(N=C1NC(=O)C2CC(=O)NC=3C=C(F)C=CC23)C=4C=CC(Cl)=CC4,,,,7
Z2077135933,C18H14FN5O3,367.333,FC=1C=CC=2C(CC(=O)NC2C1)C(=O)NC=3C=CC=C(C3)C4=NNC(=O)N4,,,,7
Z219402244,C17H13ClN2O2,312.750,ClC=1C=CC=2OCC(=CC2C1)C3NC(=O)C=4C=CC=CC4N3,,,,7
Z222980512,C16H12F2N2O2,302.275,FC=1C=CC(NC(=O)C2CC(=O)NC=3C=CC=CC23)=C(F)C1,,,,7
Z222981110,C17H15FN2O2,298.311,CC=1C=CC(F)=CC1NC(=O)C2CC(=O)NC=3C=CC=CC23,,,,7
Z2238933537,C17H16N2O3,296.320,CC(C)C=1C=CC=2N=C(CC(=O)C3=CC=CO3)NC(=O)C2C1,,,,7
Z2241129837,C16H14N2O3,282.293,CCC=1C=CC=2N=C(CC(=O)C3=CC=CO3)NC(=O)C2C1,,,,7
Z2241997547,C20H23FN4O2,370.420,FC=1C=CC=2C(CC(=O)NC2C1)C(=O)NC3=CC(CC4CCCCC4)=NN3,,,,7
Z224427232,C16H14FN3O3,315.299,COC=1C=CC(NC(=O)C2CC(=O)NC=3C=C(F)C=CC23)=CN1,,,,7
Z224441572,C18H16FN3O3,341.336,CC(=O)NC=1C=CC(NC(=O)C2CC(=O)NC=3C=C(F)C=CC23)=CC1,,,,7
Z224443084,C21H19FN4O3,394.398,CC1=C(NC(=O)C2CC(=O)NC=3C=C(F)C=CC23)C(=O)N(C=4C=CC=CC4)N1C,,,,7
Z224485242,C16H13FN2O2,284.285,FC=1C=CC=2C(CC(=O)NC2C1)C(=O)NC=3C=CC=CC3,,,,7
Z224485870,C17H15FN2O2,298.311,CC=1C=CC=C(NC(=O)C2CC(=O)NC=3C=C(F)C=CC23)C1,,,,7
Z224486584,C17H15FN2O2,298.311,CC=1C=CC=CC1NC(=O)C2CC(=O)NC=3C=C(F)C=CC23,,,,7
Z224487350,C17H15FN2O3,314.311,COC=1C=CC=C(NC(=O)C2CC(=O)NC=3C=C(F)C=CC23)C1,,,,7
Z224490266,C18H17FN2O2,312.338,CC=1C=CC(NC(=O)C2CC(=O)NC=3C=C(F)C=CC23)=CC1C,,,,7
Z224491286,C18H17FN2O3,328.337,CCOC=1C=CC(NC(=O)C2CC(=O)NC=3C=C(F)C=CC23)=CC1,,,,7
Z224499300,C18H16F2N2O2,330.328,CC(NC(=O)C1CC(=O)NC=2C=C(F)C=CC12)C=3C=CC(F)=CC3,,,,7
Z224542470,C18H18FN3O2,327.352,CN(C)C=1C=CC(NC(=O)C2CC(=O)NC=3C=C(F)C=CC23)=CC1,,,,7
Z224543322,C17H15FN2O2,298.311,CC=1C=CC(NC(=O)C2CC(=O)NC=3C=C(F)C=CC23)=CC1,,,,7
Z224544152,C17H15FN2O3,314.311,COC=1C=CC(NC(=O)C2CC(=O)NC=3C=C(F)C=CC23)=CC1,,,,7
Z224544824,C17H15FN2O2S,330.376,CSC=1C=CC=C(NC(=O)C2CC(=O)NC=3C=C(F)C=CC23)C1,,,,7
Z224545560,C20H22FN3O2,355.405,CCN(CC)C=1C=CC(NC(=O)C2CC(=O)NC=3C=C(F)C=CC23)=CC1,,,,7
Z224560914,C18H17FN2O2,312.338,CCC=1C=CC=C(NC(=O)C2CC(=O)NC=3C=C(F)C=CC23)C1,,,,7
Z224569074,C13H10FN3O2S,291.300,FC=1C=CC=2C(CC(=O)NC2C1)C(=O)NC3=NC=CS3,,,,7
Z224571650,C19H19FN2O5,374.362,COC=1C=C(NC(=O)C2CC(=O)NC=3C=C(F)C=CC23)C=C(OC)C1OC,,,,7
Z224575842,C18H16FN3O3,341.336,CC(=O)NC=1C=CC=C(NC(=O)C2CC(=O)NC=3C=C(F)C=CC23)C1,,,,7
Z224746598,C11H11FN2O2,222.215,CNC(=O)C1CC(=O)NC=2C=C(F)C=CC12,,,,7
Z224767596,C17H18FN3O2,315.342,CC1=CC=C(CNC(=O)C2CC(=O)NC=3C=C(F)C=CC23)N1C,,,,7
Z224832520,C13H13FN2O2,248.252,FC=1C=CC=2C(CC(=O)NC2C1)C(=O)NC3CC3,,,,7
Z224833404,C18H17FN2O4,344.336,COC=1C=CC(NC(=O)C2CC(=O)NC=3C=C(F)C=CC23)=CC1OC,,,,7
Z224838478,C18H17FN2O4,344.336,COC=1C=C(NC(=O)C2CC(=O)NC=3C=C(F)C=CC23)C=C(OC)C1,,,,7
Z224839348,C18H17FN2O2,312.338,CC=1C=C(C)C=C(NC(=O)C2CC(=O)NC=3C=C(F)C=CC23)C1,,,,7
Z224841580,C18H17FN2O2,312.338,CCC=1C=CC(NC(=O)C2CC(=O)NC=3C=C(F)C=CC23)=CC1,,,,7
Z224848900,C15H19FN2O2,278.321,CCC(CC)NC(=O)C1CC(=O)NC=2C=C(F)C=CC12,,,,7
Z224849978,C17H14F2N2O2,316.302,CC=1C=CC(NC(=O)C2CC(=O)NC=3C=C(F)C=CC23)=CC1F,,,,7
Z224886398,C16H14FN3O2,299.299,CC=1C=CC(NC(=O)C2CC(=O)NC=3C=C(F)C=CC23)=NC1,,,,7
Z224890412,C16H14FN3O2,299.299,CC=1C=CN=C(NC(=O)C2CC(=O)NC=3C=C(F)C=CC23)C1,,,,7
Z224891068,C16H14FN3O2,299.299,CC=1C=CC=NC1NC(=O)C2CC(=O)NC=3C=C(F)C=CC23,,,,7
Z224893014,C15H12FN3O2,285.273,FC=1C=CC=2C(CC(=O)NC2C1)C(=O)NC=3C=CC=CN3,,,,7
Z224893974,C16H14FN3O2,299.299,CC=1C=CC=C(NC(=O)C2CC(=O)NC=3C=C(F)C=CC23)N1,,,,7
Z225300476,C17H15FN2O3,314.311,CC=1C=CC(NC(=O)C2CC(=O)NC=3C=C(F)C=CC23)=C(O)C1,,,,7
Z225339528,C14H12FN3O3,289.261,CC1=CC(NC(=O)C2CC(=O)NC=3C=C(F)C=CC23)=NO1,,,,7
Z225340228,C15H12FN3O2,285.273,FC=1C=CC=2C(CC(=O)NC2C1)C(=O)NC=3C=CN=CC3,,,,7
Z225489436,C20H16FN3O2S,381.423,CC=1C=CC(=CC1)C2=CSC(NC(=O)C3CC(=O)NC=4C=C(F)C=CC34)=N2,,,,7
Z225569070,C16H12F2N2O2,302.275,FC=1C=CC(NC(=O)C2CC(=O)NC=3C=C(F)C=CC23)=CC1,,,,7
Z225593524,C20H20FN3O3,369.389,CC(C)C(=O)NC=1C=CC(NC(=O)C2CC(=O)NC=3C=C(F)C=CC23)=CC1,,,,7
Z225594258,C22H25FN4O2,396.457,CN1CCN(CC1)C=2C=CC(NC(=O)C3CC(=O)NC=4C=C(F)C=CC34)=C(C)C2,,,,7
Z225596556,C19H19FN2O2,326.364,CC(C)C=1C=CC=C(NC(=O)C2CC(=O)NC=3C=C(F)C=CC23)C1,,,,7
Z225597038,C19H19FN2O2,326.364,CCCC=1C=CC(NC(=O)C2CC(=O)NC=3C=C(F)C=CC23)=CC1,,,,7
Z225602086,C17H15FN2O2S,330.376,CSC=1C=CC(NC(=O)C2CC(=O)NC=3C=C(F)C=CC23)=CC1,7.4,uM,,7
Z225645826,C15H14FN3O2S,319.353,CC=1N=C(NC(=O)C2CC(=O)NC=3C=C(F)C=CC23)SC1C,,,,7
Z225672160,C14H12FN3O2S,305.327,CC1=CSC(NC(=O)C2CC(=O)NC=3C=C(F)C=CC23)=N1,,,,7
Z225687850,C16H16FN3O2S,333.380,CC(C)C1=CSC(NC(=O)C2CC(=O)NC=3C=C(F)C=CC23)=N1,,,,7
Z225734702,C17H14ClFN2O2,332.756,CC=1C=CC(NC(=O)C2CC(=O)NC=3C=C(F)C=CC23)=CC1Cl,,,,7
Z225921348,C16H11ClF2N2O2,336.720,FC=1C=CC=2C(CC(=O)NC2C1)C(=O)NC=3C=CC(F)=C(Cl)C3,,,,7
Z225933306,C16H11F3N2O2,320.265,FC=1C=CC=2C(CC(=O)NC2C1)C(=O)NC=3C=CC(F)=C(F)C3,,,,7
Z226529474,C19H14FN3O2,335.331,FC=1C=CC=2C(CC(=O)NC2C1)C(=O)NC=3C=CC=C4C=CC=NC34,,,,7
Z226558470,C17H14BrFN2O2,377.207,CC=1C=C(NC(=O)C2CC(=O)NC=3C=C(F)C=CC23)C=CC1Br,,,,7
Z226645718,C20H20FN3O2,353.390,FC=1C=CC=2C(CC(=O)NC2C1)C(=O)NC=3C=CC(=CC3)N4CCCC4,,,,7
Z226926724,C20H19FN4O2,366.388,CCCN1C(NC(=O)C2CC(=O)NC=3C=C(F)C=CC23)=NC=4C=CC=CC14,,,,7
Z228058058,C17H15FN2O2,298.311,CC=1C=C(F)C=CC1NC(=O)C2CC(=O)NC=3C=CC=CC23,,,,7
Z228163564,C20H17ClN4O2,380.827,ClC=1C=CC(CN2N=CC=C2NC(=O)C3CC(=O)NC=4C=CC=CC34)=CC1,,,,7
Z228673978,C16H12BrFN2O2,363.181,FC=1C=CC=2C(CC(=O)NC2C1)C(=O)NC=3C=CC(Br)=CC3,,,,7
Z228674928,C16H12BrFN2O2,363.181,FC=1C=CC=2C(CC(=O)NC2C1)C(=O)NC=3C=CC=C(Br)C3,,,,7
Z228691740,C16H12ClFN2O2,318.730,FC=1C=CC=2C(CC(=O)NC2C1)C(=O)NC=3C=CC=C(Cl)C3,,,,7
Z228692926,C16H12F2N2O2,302.275,FC=1C=CC=C(NC(=O)C2CC(=O)NC=3C=C(F)C=CC23)C1,,,,7
Z228697722,C16H12ClFN2O2,318.730,FC=1C=CC=2C(CC(=O)NC2C1)C(=O)NC=3C=CC(Cl)=CC3,,,,7
Z228731550,C16H11Cl2FN2O2,353.175,FC=1C=CC=2C(CC(=O)NC2C1)C(=O)NC=3C=C(Cl)C=C(Cl)C3,,,,7
Z228734674,C15H12FN3O2,285.273,FC=1C=CC=2C(CC(=O)NC2C1)C(=O)NC=3C=CC=NC3,,,,7
Z228770960,C16H12FIN2O2,410.181,FC=1C=CC=2C(CC(=O)NC2C1)C(=O)NC=3C=CC(I)=CC3,4,uM,,7
Z228890834,C16H11F3N2O2,320.265,FC=1C=CC(NC(=O)C2CC(=O)NC=3C=C(F)C=CC23)=C(F)C1,,,,7
Z228897684,C18H15FN2O3,326.321,CC(=O)C=1C=CC=C(NC(=O)C2CC(=O)NC=3C=C(F)C=CC23)C1,,,,7
Z228975842,C16H12FIN2O2,410.181,FC=1C=CC=2C(CC(=O)NC2C1)C(=O)NC=3C=CC=C(I)C3,,,,7
Z229105556,C21H19F4N3O3,437.387,FC=1C=CC=2C(CC(=O)NC2C1)C(=O)NC=3C=C(C=CC3N4CCOCC4)C(F)(F)F,,,,7
Z229657642,C18H15FN2O4,342.321,COC(=O)C=1C=CC=C(NC(=O)C2CC(=O)NC=3C=C(F)C=CC23)C1,,,,7
Z229692688,C17H14FIN2O2,424.208,CC=1C=CC(NC(=O)C2CC(=O)NC=3C=C(F)C=CC23)=CC1I,,,,7
Z229789662,C17H14BrFN2O2,377.207,CC=1C=C(Br)C=CC1NC(=O)C2CC(=O)NC=3C=C(F)C=CC23,,,,7
Z229829396,C19H19FN4O3,370.377,FC=1C=CC=2C(CC(=O)NC2C1)C(=O)NC=3C=CC(=NC3)N4CCOCC4,,,,7
Z229944884,C20H17FN4O2,364.372,FC=1C=CC=2C(CC(=O)NC2C1)C(=O)NCC=3C=NN(C3)C=4C=CC=CC4,,,,7
Z230184592,C18H15FN6O2,366.349,CN1N=NN=C1C=2C=CC=C(NC(=O)C3CC(=O)NC=4C=C(F)C=CC34)C2,,,,7
Z230205002,C20H22FN5O2,383.419,CN1CCN(CC1)C=2C=CC(NC(=O)C3CC(=O)NC=4C=C(F)C=CC34)=CN2,,,,7
Z230208962,C23H27FN4O2,410.484,CCN1CCN(CC1)C=2C=CC(NC(=O)C3CC(=O)NC=4C=C(F)C=CC34)=C(C)C2,,,,7
Z230347760,C18H15ClFN3O3,375.781,CC(=O)NC=1C=CC(NC(=O)C2CC(=O)NC=3C=C(F)C=CC23)=CC1Cl,,,,7
Z230578350,C17H15FN2O4S,362.375,CS(=O)(=O)C=1C=CC=C(NC(=O)C2CC(=O)NC=3C=C(F)C=CC23)C1,,,,7
Z230590272,C18H15FN2O3,326.321,CC(=O)C=1C=CC(NC(=O)C2CC(=O)NC=3C=C(F)C=CC23)=CC1,,,,7
Z230595330,C17H12FN3O2,309.294,FC=1C=CC=2C(CC(=O)NC2C1)C(=O)NC=3C=CC(C#N)=CC3,,,,7
Z230694336,C20H18FN3O3,367.373,FC=1C=CC=2C(CC(=O)NC2C1)C(=O)NC=3C=CC=CC3N4CCCC4=O,,,,7
Z230786816,C17H17FN4O2,328.340,CN(C)C=1C=CC(NC(=O)C2CC(=O)NC=3C=C(F)C=CC23)=CN1,,,,7
Z230792080,C19H18FN5O2,367.376,CC(C)N1N=CC=2C=C(NC(=O)C3CC(=O)NC=4C=C(F)C=CC34)C=NC12,,,,7
Z230928038,C16H11ClF2N2O2,336.720,FC=1C=CC=2C(CC(=O)NC2C1)C(=O)NC=3C=C(Cl)C=CC3F,,,,7
Z236103406,C17H16FN3O4S,377.390,CS(=O)(=O)NC=1C=CC(NC(=O)C2CC(=O)NC=3C=C(F)C=CC23)=CC1,,,,7
Z237098986,C18H15FN4O2,338.335,CC1=NC=2C=C(NC(=O)C3CC(=O)NC=4C=C(F)C=CC34)C=CC2N1,,,,7
Z2371413168,C18H21FN6O,356.397,CC(C)N1N=C(NC(=O)NC=2C=CC(F)=CC2C=3C=NN(C)C3)C=C1C,,,,7
Z240347666,C21H19FN4O2,378.399,CC1=NN(C(C)=C1NC(=O)C2CC(=O)NC=3C=C(F)C=CC23)C=4C=CC=CC4,,,,7
Z240534828,C16H17FN4O2,316.330,CN(CC=1C=NN(C)C1)C(=O)C2CC(=O)NC=3C=C(F)C=CC23,,,,7
Z243237522,C21H16FN3O3S,409.433,CC(=O)C=1SC(NC(=O)C2CC(=O)NC=3C=C(F)C=CC23)=NC1C=4C=CC=CC4,,,,7
Z243242494,C13H11FN4O2S,306.315,CC1=NN=C(NC(=O)C2CC(=O)NC=3C=C(F)C=CC23)S1,,,,7
Z245658026,C20H17FN4O2,364.372,CC=1C=C(NC(=O)C2CC(=O)NC=3C=CC=CC23)N(N1)C=4C=CC(F)=CC4,,,,7
Z245870068,C20H17ClN4O2,380.827,CC=1C=C(NC(=O)C2CC(=O)NC=3C=CC=CC23)N(N1)C=4C=CC(Cl)=CC4,,,,7
Z245899212,C21H17F3N4O2,414.380,CC=1C=C(NC(=O)C2CC(=O)NC=3C=CC=CC23)N(N1)C=4C=CC=C(C4)C(F)(F)F,,,,7
Z247530532,C21H26N4O4S,430.520,CC(C)(C)C=1C=C(NC(=O)C2CC(=O)NC=3C=CC=CC23)N(N1)C4CCS(=O)(=O)C4,,,,7
Z257924106,C12H9FN4O2S,292.288,FC=1C=CC=2C(CC(=O)NC2C1)C(=O)NC3=NN=CS3,,,,7
Z259538094,C15H13FN4O2S,332.352,FC=1C=CC=2C(CC(=O)NC2C1)C(=O)NC3=NN=C(S3)C4CC4,,,,7
Z261779478,C17H13FN4O2,324.309,FC=1C=CC=2C(CC(=O)NC2C1)C(=O)NC=3C=CC=4NN=CC4C3,,,,7
Z2623582580,C18H21FN4O2,344.383,"C[C@@H]1CN(C[C@@H](C)C1=O)C(=O)NC=2C=CC(F)=CC2C=3C=NN(C)C3 |&1:1,5,r|",,,,7
Z2788448988,C16H17FN4O3,332.329,CN1C=C(C=N1)C=2C=C(F)C=CC2NC(=O)N[C@H]3C[C@@H](C3)C(=O)O,,,,7
Z279094154,C21H22FN3O3,383.416,CC(C)(C)C(=O)NC=1C=CC=C(NC(=O)C2CC(=O)NC=3C=C(F)C=CC23)C1,,,,7
Z280223594,C15H11ClFN3O2,319.718,FC=1C=CC=2C(CC(=O)NC2C1)C(=O)NC=3C=CC(Cl)=CN3,,,,7
Z280287110,C15H12FN3O3S,333.337,CC(=O)C1=CSC(NC(=O)C2CC(=O)NC=3C=C(F)C=CC23)=N1,,,,7
Z280309192,C15H15FN4O2S,334.368,CC(C)C1=NN=C(NC(=O)C2CC(=O)NC=3C=C(F)C=CC23)S1,,,,7
Z280409426,C21H19FN4O2,378.399,CC=1C=C(NC(=O)C2CC(=O)NC=3C=C(F)C=CC23)N(N1)C=4C=CC(C)=CC4,,,,7
Z280409648,C20H16F2N4O2,382.363,CC=1C=C(NC(=O)C2CC(=O)NC=3C=C(F)C=CC23)N(N1)C=4C=CC(F)=CC4,,,,7
Z280456934,C22H19FN4O2S,422.475,CC=1C=C(C)N=C(SC=2C=CC(NC(=O)C3CC(=O)NC=4C=C(F)C=CC34)=CC2)N1,,,,7
Z282455438,C17H15FN2O4S,362.375,CS(=O)(=O)C=1C=CC=CC1NC(=O)C2CC(=O)NC=3C=C(F)C=CC23,,,,7
Z284426380,C19H19FN4O3,370.377,FC=1C=CC=2C(CC(=O)NC2C1)C(=O)NC=3C=CC(=CN3)N4CCOCC4,,,,7
